"","Year","Site","Sub_site","Transect","Lat","Density_Biomass","count"
"40",2022,"Isla_Cedros_La_Botella","Norte",1,28,71.2087900818768,12
"41",2022,"Isla_Cedros_La_Botella","Norte",2,28,35.6043950409384,12
"42",2022,"Isla_Cedros_La_Botella","Norte",3,28,124.615382643284,12
"43",2022,"Isla_Cedros_Cabo_San_Agustin","Norte",1,28.1,113.94866563476,12
"44",2022,"Isla_Cedros_Cabo_San_Agustin","Norte",2,28.1,17.8021975204692,12
"45",2022,"Isla_Cedros_Cabo_San_Agustin","Norte",3,28.1,0,12
"46",2022,"Isla_Cedros_Puerto_Escondido","Norte",1,28.3,17.8021975204692,12
"47",2022,"Isla_Cedros_Puerto_Escondido","Norte",2,28.3,17.8021975204692,12
"48",2022,"Isla_Cedros_Puerto_Escondido","Norte",3,28.3,149.030319147613,12
"49",2022,"Isla_Cedros_Punta_Norte","Norte",1,28.4,0,12
"50",2022,"Isla_Cedros_Punta_Norte","Norte",2,28.4,0,12
"51",2022,"Isla_Cedros_Punta_Norte","Norte",3,28.4,115.370620030039,12
"52",2022,"Islas_San_Benito_El_Creston","Norte",1,28.3,78.8670121219057,12
"53",2022,"Islas_San_Benito_El_Creston","Norte",2,28.3,300.904547085786,12
"54",2022,"Islas_San_Benito_El_Creston","Norte",3,28.3,0,12
"55",2022,"Islas_San_Benito_Los_Huevos","Norte",1,28.3,35.6043950409384,6
"56",2022,"Islas_San_Benito_Los_Huevos","Norte",3,28.3,17.8021975204692,6
"57",2022,"Islas_San_Benito_Los_Huevos","Norte",2,28.3,0,6
"58",2022,"Islas_San_Benito_El_Tecapan","Norte",1,28.3,0,9
"59",2022,"Islas_San_Benito_El_Tecapan","Norte",3,28.3,158.128811571885,9
"60",2022,"Islas_San_Benito_El_Tecapan","Norte",2,28.3,0,9
"61",2022,"Isla_San_Jeronimo_Expuesto","Norte",1,29.8,52.883851033323,18
"62",2022,"Isla_San_Jeronimo_Expuesto","Norte",2,29.8,61.0648146014365,18
"63",2022,"Isla_San_Jeronimo_Expuesto","Norte",3,29.8,89.010987602346,18
"64",2022,"El_Rosario_Picacho","Norte",2,29.9,0,12
"65",2022,"El_Rosario_Picacho","Norte",1,29.9,17.8021975204692,12
"66",2022,"El_Rosario_Picacho","Norte",3,29.9,17.8021975204692,12
"67",2022,"El_Rosario_Lazaro","Norte",1,29.9,282.221452687084,12
"68",2022,"El_Rosario_Lazaro","Norte",2,29.9,158.651553099969,12
"69",2022,"El_Rosario_Lazaro","Norte",3,29.9,53.4065925614076,12
"70",2022,"Isla_San_Martin_Expuesto","Norte",1,30.5,0,12
"71",2022,"Isla_San_Martin_Expuesto","Norte",2,30.5,0,12
"72",2022,"Isla_San_Martin_Expuesto","Norte",3,30.5,0,12
"73",2022,"Isla_San_Martin_Protegido","Norte",2,30.5,0,12
"74",2022,"Isla_San_Martin_Protegido","Norte",3,30.5,0,12
"75",2022,"Isla_San_Martin_Protegido","Norte",1,30.5,0,12
"76",2022,"Punta_Colonet","Norte",1,30.9,0,6
"77",2022,"Punta_Colonet","Norte",2,30.9,0,6
"78",2022,"Punta_Colonet","Norte",3,30.9,0,6
"79",2022,"Erendira","Norte",1,31.3,0,6
"80",2022,"Erendira","Norte",2,31.3,0,6
"81",2022,"Erendira","Norte",3,31.3,0,6
"82",2022,"La_Bocana","Norte",3,31.5,0,12
"83",2022,"La_Bocana","Norte",2,31.5,0,12
"84",2022,"La_Bocana","Norte",1,31.5,0,12
"85",2022,"El_Retiro","Norte",2,31.6,0,12
"86",2022,"El_Retiro","Norte",1,31.6,0,12
"87",2022,"El_Retiro","Norte",3,31.6,17.8021975204692,12
"88",2022,"Isla_Todos_Santos_Expuesto","Norte",3,31.8,0,12
"89",2022,"Isla_Todos_Santos_Expuesto","Norte",2,31.8,0,12
"90",2022,"Isla_Todos_Santos_Expuesto","Norte",1,31.8,0,12
"91",2022,"Isla_Todos_Santos_Protegido","Norte",2,31.8,0,12
"92",2022,"Isla_Todos_Santos_Protegido","Norte",3,31.8,0,12
"93",2022,"Isla_Todos_Santos_Protegido","Norte",1,31.8,0,12
"94",2022,"Campo_Lopez","Norte",1,32.2,0,12
"95",2022,"Campo_Lopez","Norte",2,32.2,0,12
"96",2022,"Campo_Lopez","Norte",3,32.2,0,12
"97",2022,"Baja_Mar","Norte",2,32,0,12
"98",2022,"Baja_Mar","Norte",3,32,0,12
"99",2022,"Baja_Mar","Norte",1,32,17.8021975204692,12
"100",2022,"Sal_Si_Puedes","Norte",2,32,70.1633070257077,12
"101",2022,"Sal_Si_Puedes","Norte",1,32,35.6043950409384,12
"102",2022,"Sal_Si_Puedes","Norte",3,32,142.417580163754,12
"103",2022,"San_Miguel","Norte",1,31.9,0,12
"104",2022,"San_Miguel","Norte",2,31.9,0,12
"105",2022,"San_Miguel","Norte",3,31.9,0,12
"106",2022,"Punta_Banda","Norte",1,31.7,0,12
"107",2022,"Punta_Banda","Norte",3,31.7,0,12
"108",2022,"Punta_Banda","Norte",2,31.7,0,12
"109",2022,"Bajo_Coronado","Norte",1,32.4,0,12
"110",2022,"Bajo_Coronado","Norte",2,32.4,0,12
"111",2022,"Bajo_Coronado","Norte",3,32.4,0,12
"112",2023,"Sal_Si_Puedes","Norte",1,32,0,12
"113",2023,"Sal_Si_Puedes","Norte",2,32,17.8021975204692,12
"114",2023,"Sal_Si_Puedes","Norte",3,32,17.8021975204692,12
"115",2023,"San_Miguel","Norte",1,31.9,0,12
"116",2023,"San_Miguel","Norte",2,31.9,0,12
"117",2023,"San_Miguel","Norte",3,31.9,0,12
"118",2023,"Campo_Lopez","Norte",1,32.2,17.8021975204692,12
"119",2023,"Campo_Lopez","Norte",2,32.2,0,12
"120",2023,"Campo_Lopez","Norte",3,32.2,17.8021975204692,12
"121",2023,"Baja_Mar","Norte",1,32,0,12
"122",2023,"Baja_Mar","Norte",2,32,17.8021975204692,12
"123",2023,"Baja_Mar","Norte",3,32,0,12
"124",2023,"Punta_San_Roque","Norte",1,27.2,17.8021975204692,12
"125",2023,"Punta_San_Roque","Norte",2,27.2,71.2087900818768,12
"126",2023,"Punta_San_Roque","Norte",3,27.2,70.6860485537922,12
"127",2023,"Emancipacion_El_Cardon","Norte",1,27.5,35.0816535128538,12
"128",2023,"Emancipacion_El_Cardon","Norte",2,27.5,17.8021975204692,12
"129",2023,"Emancipacion_El_Cardon","Norte",3,27.5,0,12
"130",2023,"Isla_Natividad_La_Vela","Norte",1,27.8,648.087598767619,12
"131",2023,"Isla_Natividad_La_Vela","Norte",2,27.8,70.1633070257077,12
"132",2023,"Isla_Natividad_La_Vela","Norte",3,27.8,253.880492358102,12
"133",2023,"Isla_Natividad_El_Tibo","Norte",1,27.9,150.975015070977,12
"134",2023,"Isla_Natividad_El_Tibo","Norte",2,27.9,106.813185122815,12
"135",2023,"Isla_Natividad_El_Tibo","Norte",3,27.9,35.6043950409384,12
"136",2023,"Isla_Cedros_Punta_Norte","Norte",1,28.4,35.0816535128538,12
"137",2023,"Isla_Cedros_Punta_Norte","Norte",2,28.4,149.030319147613,12
"138",2023,"Isla_Cedros_Punta_Norte","Norte",3,28.4,35.6043950409384,12
"139",2023,"Isla_Cedros_Puerto_Escondido","Norte",1,28.3,70.6860485537922,12
"140",2023,"Isla_Cedros_Puerto_Escondido","Norte",2,28.3,88.4882460742614,12
"141",2023,"Isla_Cedros_Puerto_Escondido","Norte",3,28.3,71.2087900818768,12
"142",2023,"Islas_San_Benito_El_Creston","Norte",1,28.3,35.6043950409384,12
"143",2023,"Islas_San_Benito_El_Creston","Norte",2,28.3,61.0648146014365,12
"144",2023,"Islas_San_Benito_El_Creston","Norte",3,28.3,78.8670121219057,12
"145",2023,"Islas_San_Benito_El_Tecapan","Norte",1,28.3,61.0648146014365,9
"146",2023,"Islas_San_Benito_El_Tecapan","Norte",2,28.3,113.94866563476,9
"147",2023,"Islas_San_Benito_El_Tecapan","Norte",3,28.3,52.883851033323,9
"148",2023,"Isla_Cedros_Cabo_San_Agustin","Norte",1,28.1,547.145133392821,12
"149",2023,"Isla_Cedros_Cabo_San_Agustin","Norte",2,28.1,236.99582369379,12
"150",2023,"Isla_Cedros_Cabo_San_Agustin","Norte",3,28.1,149.030319147613,12
"151",2023,"Isla_Cedros_La_Botella","Norte",1,28,183.19444380431,12
"152",2023,"Isla_Cedros_La_Botella","Norte",2,28,221.138322096685,12
"153",2023,"Isla_Cedros_La_Botella","Norte",3,28,150.075802203783,12
"154",2023,"Punta_Eugenia_Las_Boyas","Norte",1,27.8,71.2087900818768,12
"155",2023,"Punta_Eugenia_Las_Boyas","Norte",2,27.8,88.4882460742614,12
"156",2023,"Punta_Eugenia_Las_Boyas","Norte",3,27.8,0,12
"157",2023,"Punta_Eugenia_El_Reventon","Norte",1,27.9,71.2087900818768,12
"158",2023,"Punta_Eugenia_El_Reventon","Norte",2,27.9,194.237632151945,12
"159",2023,"Punta_Eugenia_El_Reventon","Norte",3,27.9,369.773853916225,12
"160",2023,"Isla_Asuncion","Norte",1,27.1,0,12
"161",2023,"Isla_Asuncion","Norte",2,27.1,35.6043950409384,12
"162",2023,"Isla_Asuncion","Norte",3,27.1,0,12
"163",2023,"Isla_Todos_Santos_Expuesto","Norte",1,31.8,0,12
"164",2023,"Isla_Todos_Santos_Expuesto","Norte",2,31.8,0,12
"165",2023,"Isla_Todos_Santos_Expuesto","Norte",3,31.8,0,12
"166",2023,"Isla_Todos_Santos_Protegido","Norte",1,31.8,0,12
"167",2023,"Isla_Todos_Santos_Protegido","Norte",2,31.8,0,12
"168",2023,"Isla_Todos_Santos_Protegido","Norte",3,31.8,0,12
"169",2023,"Punta_Banda","Norte",1,31.7,0,12
"170",2023,"Punta_Banda","Norte",2,31.7,0,12
"171",2023,"Punta_Banda","Norte",3,31.7,0,12
"172",2023,"Isla_San_Martin_Protegido","Norte",1,30.5,0,12
"173",2023,"Isla_San_Martin_Protegido","Norte",2,30.5,0,12
"174",2023,"Isla_San_Martin_Protegido","Norte",3,30.5,0,12
"175",2023,"Isla_San_Martin_Expuesto","Norte",1,30.5,0,12
"176",2023,"Isla_San_Martin_Expuesto","Norte",2,30.5,0,12
"177",2023,"Isla_San_Martin_Expuesto","Norte",3,30.5,0,12
"178",2023,"Isla_San_Jeronimo_Expuesto","Norte",1,29.8,0,18
"179",2023,"Isla_San_Jeronimo_Expuesto","Norte",2,29.8,52.883851033323,18
"180",2023,"Isla_San_Jeronimo_Expuesto","Norte",3,29.8,123.047158059031,18
"181",2023,"Arrecife_Sacramento","Norte",1,29.7,35.6043950409384,6
"182",2023,"Arrecife_Sacramento","Norte",2,29.7,0,6
"183",2023,"Arrecife_Sacramento","Norte",3,29.7,0,6
"184",2023,"El_Rosario_Picacho","Norte",1,29.9,227.897331269519,12
"185",2023,"El_Rosario_Picacho","Norte",2,29.9,202.436911709021,12
"186",2023,"El_Rosario_Picacho","Norte",3,29.9,317.284790210975,12
"187",2023,"El_Rosario_Lazaro","Norte",1,29.9,210.09513374905,12
"188",2023,"El_Rosario_Lazaro","Norte",2,29.9,211.140616805219,12
"189",2023,"El_Rosario_Lazaro","Norte",3,29.9,113.94866563476,12
"190",2023,"La_Bocana","Norte",1,31.5,0,12
"191",2023,"La_Bocana","Norte",2,31.5,0,12
"192",2023,"La_Bocana","Norte",3,31.5,0,12
"193",2023,"El_Retiro","Norte",1,31.6,0,12
"194",2023,"El_Retiro","Norte",2,31.6,17.8021975204692,12
"195",2023,"El_Retiro","Norte",3,31.6,0,12
"196",2023,"Bajo_Coronado","Norte",1,32.4,0,12
"197",2023,"Bajo_Coronado","Norte",2,32.4,0,12
"198",2023,"Bajo_Coronado","Norte",3,32.4,0,12
"199",2022,"Isla_Asuncion","Sur",3,27.1,0,12
"200",2022,"Isla_Asuncion","Sur",1,27.1,0,12
"201",2022,"Isla_Asuncion","Sur",2,27.1,0,12
"202",2022,"Punta_San_Roque","Sur",1,27.2,35.6043950409384,12
"203",2022,"Punta_San_Roque","Sur",2,27.2,0,12
"204",2022,"Punta_San_Roque","Sur",3,27.2,35.6043950409384,12
"205",2022,"Emancipacion_El_Cardon","Sur",2,27.5,35.0816535128538,12
"206",2022,"Emancipacion_El_Cardon","Sur",1,27.5,35.0816535128538,12
"207",2022,"Emancipacion_El_Cardon","Sur",3,27.5,0,12
"208",2022,"Emancipacion_Puerto_Escondido","Sur",3,27.5,123.569899587115,6
"209",2022,"Emancipacion_Puerto_Escondido","Sur",1,27.5,124.615382643284,6
"210",2022,"Emancipacion_Puerto_Escondido","Sur",2,27.5,211.535404133292,6
"211",2022,"Isla_Natividad_La_Vela","Sur",2,27.8,491.143149179954,12
"212",2022,"Isla_Natividad_La_Vela","Sur",3,27.8,561.306456205661,12
"213",2022,"Isla_Natividad_La_Vela","Sur",1,27.8,160.219777684223,12
"214",2022,"Isla_Natividad_El_Tibo","Sur",1,27.9,0,12
"215",2022,"Isla_Natividad_El_Tibo","Sur",2,27.9,105.244960538562,12
"216",2022,"Isla_Natividad_El_Tibo","Sur",3,27.9,0,12
"217",2022,"Bahia_Tortugas_Clambei","Sur",3,27.6,89.010987602346,9
"218",2022,"Bahia_Tortugas_Clambei","Sur",2,27.6,53.4065925614076,9
"219",2022,"Bahia_Tortugas_Clambei","Sur",1,27.6,105.244960538562,9
"220",2022,"Bahia_Tortugas_Sargazera","Sur",1,27.7,53.4065925614076,6
"221",2022,"Bahia_Tortugas_Sargazera","Sur",2,27.7,89.010987602346,6
"222",2022,"Bahia_Tortugas_Sargazera","Sur",3,27.7,70.1633070257077,6
"223",2022,"Bahia_Tortugas_Rompiente","Sur",1,27.7,0,6
"224",2022,"Bahia_Tortugas_Rompiente","Sur",2,27.7,0,6
"225",2022,"Bahia_Tortugas_Rompiente","Sur",3,27.7,0,6
"226",2022,"Punta_Eugenia_Las_Boyas","Sur",1,27.8,0,12
"227",2022,"Punta_Eugenia_Las_Boyas","Sur",3,27.8,158.128811571885,12
"228",2022,"Punta_Eugenia_Las_Boyas","Sur",2,27.8,70.1633070257077,12
"229",2022,"Punta_Eugenia_El_Reventon","Sur",1,27.9,0,12
"230",2022,"Punta_Eugenia_El_Reventon","Sur",2,27.9,0,12
"231",2022,"Punta_Eugenia_El_Reventon","Sur",3,27.9,0,12
"232",2022,"Isla_Cedros_La_Botella","Sur",2,28,0,12
"233",2022,"Isla_Cedros_La_Botella","Sur",1,28,0,12
"234",2022,"Isla_Cedros_La_Botella","Sur",3,28,0,12
"235",2022,"Isla_Cedros_Cabo_San_Agustin","Sur",1,28.1,35.6043950409384,12
"236",2022,"Isla_Cedros_Cabo_San_Agustin","Sur",2,28.1,35.0816535128538,12
"237",2022,"Isla_Cedros_Cabo_San_Agustin","Sur",3,28.1,35.6043950409384,12
"238",2022,"Isla_Cedros_Puerto_Escondido","Sur",2,28.3,0,12
"239",2022,"Isla_Cedros_Puerto_Escondido","Sur",3,28.3,0,12
"240",2022,"Isla_Cedros_Puerto_Escondido","Sur",1,28.3,0,12
"241",2022,"Isla_Cedros_Punta_Norte","Sur",1,28.4,17.8021975204692,12
"242",2022,"Isla_Cedros_Punta_Norte","Sur",2,28.4,0,12
"243",2022,"Isla_Cedros_Punta_Norte","Sur",3,28.4,0,12
"244",2022,"Islas_San_Benito_El_Creston","Sur",2,28.3,0,12
"245",2022,"Islas_San_Benito_El_Creston","Sur",1,28.3,0,12
"246",2022,"Islas_San_Benito_El_Creston","Sur",3,28.3,0,12
"247",2022,"Islas_San_Benito_Los_Huevos","Sur",3,28.3,35.0816535128538,6
"248",2022,"Islas_San_Benito_Los_Huevos","Sur",1,28.3,0,6
"249",2022,"Islas_San_Benito_Los_Huevos","Sur",2,28.3,0,6
"250",2022,"Islas_San_Benito_El_Tecapan","Sur",1,28.3,0,9
"251",2022,"Islas_San_Benito_El_Tecapan","Sur",2,28.3,0,9
"252",2022,"Islas_San_Benito_El_Tecapan","Sur",3,28.3,0,9
"253",2022,"Isla_San_Jeronimo_Expuesto","Sur",1,29.8,35.0816535128538,18
"254",2022,"Isla_San_Jeronimo_Expuesto","Sur",2,29.8,0,18
"255",2022,"Isla_San_Jeronimo_Expuesto","Sur",3,29.8,0,18
"256",2022,"El_Rosario_Picacho","Sur",1,29.9,0,12
"257",2022,"El_Rosario_Picacho","Sur",2,29.9,17.8021975204692,12
"258",2022,"El_Rosario_Picacho","Sur",3,29.9,0,12
"259",2022,"El_Rosario_Lazaro","Sur",1,29.9,0,12
"260",2022,"El_Rosario_Lazaro","Sur",2,29.9,0,12
"261",2022,"El_Rosario_Lazaro","Sur",3,29.9,0,12
"262",2022,"Isla_San_Martin_Expuesto","Sur",1,30.5,0,12
"263",2022,"Isla_San_Martin_Expuesto","Sur",2,30.5,0,12
"264",2022,"Isla_San_Martin_Expuesto","Sur",3,30.5,0,12
"265",2022,"Isla_San_Martin_Protegido","Sur",1,30.5,0,12
"266",2022,"Isla_San_Martin_Protegido","Sur",3,30.5,0,12
"267",2022,"Isla_San_Martin_Protegido","Sur",2,30.5,0,12
"268",2022,"Punta_Colonet","Sur",1,30.9,0,6
"269",2022,"Punta_Colonet","Sur",3,30.9,0,6
"270",2022,"Punta_Colonet","Sur",2,30.9,0,6
"271",2022,"Erendira","Sur",2,31.3,0,6
"272",2022,"Erendira","Sur",3,31.3,0,6
"273",2022,"Erendira","Sur",1,31.3,0,6
"274",2022,"La_Bocana","Sur",1,31.5,0,12
"275",2022,"La_Bocana","Sur",2,31.5,0,12
"276",2022,"La_Bocana","Sur",3,31.5,0,12
"277",2022,"El_Retiro","Sur",2,31.6,0,12
"278",2022,"El_Retiro","Sur",3,31.6,0,12
"279",2022,"El_Retiro","Sur",1,31.6,0,12
"280",2022,"Isla_Todos_Santos_Expuesto","Sur",3,31.8,0,12
"281",2022,"Isla_Todos_Santos_Expuesto","Sur",1,31.8,0,12
"282",2022,"Isla_Todos_Santos_Expuesto","Sur",2,31.8,0,12
"283",2022,"Isla_Todos_Santos_Protegido","Sur",3,31.8,0,12
"284",2022,"Isla_Todos_Santos_Protegido","Sur",1,31.8,0,12
"285",2022,"Isla_Todos_Santos_Protegido","Sur",2,31.8,0,12
"286",2022,"Campo_Lopez","Sur",1,32.2,0,12
"287",2022,"Campo_Lopez","Sur",2,32.2,0,12
"288",2022,"Campo_Lopez","Sur",3,32.2,0,12
"289",2022,"Baja_Mar","Sur",2,32,0,12
"290",2022,"Baja_Mar","Sur",1,32,17.8021975204692,12
"291",2022,"Baja_Mar","Sur",3,32,0,12
"292",2022,"Sal_Si_Puedes","Sur",1,32,0,12
"293",2022,"Sal_Si_Puedes","Sur",2,32,0,12
"294",2022,"Sal_Si_Puedes","Sur",3,32,0,12
"295",2022,"San_Miguel","Sur",1,31.9,0,12
"296",2022,"San_Miguel","Sur",3,31.9,0,12
"297",2022,"San_Miguel","Sur",2,31.9,0,12
"298",2022,"Punta_Banda","Sur",2,31.7,17.8021975204692,12
"299",2022,"Punta_Banda","Sur",3,31.7,0,12
"300",2022,"Punta_Banda","Sur",1,31.7,0,12
"301",2022,"Bajo_Coronado","Sur",2,32.4,0,12
"302",2022,"Bajo_Coronado","Sur",3,32.4,0,12
"303",2022,"Bajo_Coronado","Sur",1,32.4,0,12
"304",2023,"Isla_Todos_Santos_Expuesto","Sur",1,31.8,0,12
"305",2023,"Isla_Todos_Santos_Expuesto","Sur",2,31.8,0,12
"306",2023,"Isla_Todos_Santos_Expuesto","Sur",3,31.8,0,12
"307",2023,"Bajo_Coronado","Sur",1,32.4,0,12
"308",2023,"Bajo_Coronado","Sur",2,32.4,0,12
"309",2023,"Bajo_Coronado","Sur",3,32.4,0,12
"310",2023,"Isla_Asuncion","Sur",1,27.1,35.0816535128538,12
"311",2023,"Isla_Asuncion","Sur",2,27.1,35.6043950409384,12
"312",2023,"Isla_Asuncion","Sur",3,27.1,61.0648146014365,12
"313",2023,"Isla_San_Martin_Protegido","Sur",1,30.5,17.8021975204692,12
"314",2023,"Isla_San_Martin_Protegido","Sur",2,30.5,0,12
"315",2023,"Isla_San_Martin_Protegido","Sur",3,30.5,0,12
"316",2023,"Isla_San_Martin_Expuesto","Sur",1,30.5,0,12
"317",2023,"Isla_San_Martin_Expuesto","Sur",2,30.5,0,12
"318",2023,"Isla_San_Martin_Expuesto","Sur",3,30.5,0,12
"319",2023,"Punta_Banda","Sur",1,31.7,0,12
"320",2023,"Punta_Banda","Sur",2,31.7,0,12
"321",2023,"Punta_Banda","Sur",3,31.7,0,12
"322",2023,"Isla_Todos_Santos_Protegido","Sur",1,31.8,0,12
"323",2023,"Isla_Todos_Santos_Protegido","Sur",2,31.8,0,12
"324",2023,"Isla_Todos_Santos_Protegido","Sur",3,31.8,0,12
"325",2023,"Isla_San_Jeronimo_Expuesto","Sur",1,29.8,35.0816535128538,18
"326",2023,"Isla_San_Jeronimo_Expuesto","Sur",2,29.8,96.1464681142904,18
"327",2023,"Isla_San_Jeronimo_Expuesto","Sur",3,29.8,17.8021975204692,18
"328",2023,"Arrecife_Sacramento","Sur",1,29.7,0,6
"329",2023,"Arrecife_Sacramento","Sur",3,29.7,0,6
"330",2023,"Arrecife_Sacramento","Sur",2,29.7,0,6
"331",2023,"El_Rosario_Picacho","Sur",1,29.9,0,12
"332",2023,"El_Rosario_Picacho","Sur",2,29.9,0,12
"333",2023,"El_Rosario_Picacho","Sur",3,29.9,61.0648146014365,12
"334",2023,"El_Rosario_Lazaro","Sur",1,29.9,0,12
"335",2023,"El_Rosario_Lazaro","Sur",2,29.9,0,12
"336",2023,"El_Rosario_Lazaro","Sur",3,29.9,52.883851033323,12
"337",2023,"La_Bocana","Sur",1,31.5,0,12
"338",2023,"La_Bocana","Sur",2,31.5,0,12
"339",2023,"La_Bocana","Sur",3,31.5,0,12
"340",2023,"El_Retiro","Sur",1,31.6,0,12
"341",2023,"El_Retiro","Sur",2,31.6,0,12
"342",2023,"El_Retiro","Sur",3,31.6,0,12
"343",2023,"Sal_Si_Puedes","Sur",1,32,0,12
"344",2023,"Sal_Si_Puedes","Sur",2,32,17.8021975204692,12
"345",2023,"Sal_Si_Puedes","Sur",3,32,0,12
"346",2023,"San_Miguel","Sur",1,31.9,0,12
"347",2023,"San_Miguel","Sur",2,31.9,0,12
"348",2023,"San_Miguel","Sur",3,31.9,17.8021975204692,12
"349",2023,"Campo_Lopez","Sur",1,32.2,0,12
"350",2023,"Campo_Lopez","Sur",2,32.2,0,12
"351",2023,"Campo_Lopez","Sur",3,32.2,0,12
"352",2023,"Baja_Mar","Sur",1,32,0,12
"353",2023,"Baja_Mar","Sur",2,32,0,12
"354",2023,"Baja_Mar","Sur",3,32,0,12
"355",2023,"Punta_San_Roque","Sur",1,27.2,97.5684225095698,12
"356",2023,"Punta_San_Roque","Sur",2,27.2,96.1464681142904,12
"357",2023,"Punta_San_Roque","Sur",3,27.2,113.94866563476,12
"358",2023,"Emancipacion_El_Cardon","Sur",1,27.5,201.914170180936,12
"359",2023,"Emancipacion_El_Cardon","Sur",2,27.5,157.734024243811,12
"360",2023,"Emancipacion_El_Cardon","Sur",3,27.5,96.1464681142904,12
"361",2023,"Isla_Natividad_La_Vela","Sur",1,27.8,605.724194553846,12
"362",2023,"Isla_Natividad_La_Vela","Sur",2,27.8,499.58002114809,12
"363",2023,"Isla_Natividad_La_Vela","Sur",3,27.8,210.09513374905,12
"364",2023,"Isla_Natividad_El_Tibo","Sur",1,27.9,219.716367701406,12
"365",2023,"Isla_Natividad_El_Tibo","Sur",2,27.9,255.320762742344,12
"366",2023,"Isla_Natividad_El_Tibo","Sur",3,27.9,114.471407162844,12
"367",2023,"Isla_Cedros_Punta_Norte","Sur",1,28.4,35.6043950409384,12
"368",2023,"Isla_Cedros_Punta_Norte","Sur",2,28.4,35.6043950409384,12
"369",2023,"Isla_Cedros_Punta_Norte","Sur",3,28.4,52.883851033323,12
"370",2023,"Isla_Cedros_Puerto_Escondido","Sur",1,28.3,71.2087900818768,12
"371",2023,"Isla_Cedros_Puerto_Escondido","Sur",2,28.3,17.8021975204692,12
"372",2023,"Isla_Cedros_Puerto_Escondido","Sur",3,28.3,35.6043950409384,12
"373",2023,"Islas_San_Benito_El_Creston","Sur",1,28.3,0,12
"374",2023,"Islas_San_Benito_El_Creston","Sur",2,28.3,17.8021975204692,12
"375",2023,"Islas_San_Benito_El_Creston","Sur",3,28.3,17.8021975204692,12
"376",2023,"Isla_Cedros_Cabo_San_Agustin","Sur",1,28.1,228.942814325688,12
